,unique_key,complaint_description,source,status,status_change_date,created_date,last_update_date,close_date,incident_address,street_number,street_name,city,incident_zip,county,state_plane_x_coordinate,state_plane_y_coordinate,latitude,longitude,location,council_district_code,map_page,map_tile
201,14-00001589,Code Compliance,Web,Closed,2014-01-03 13:42:33+00:00,2014-01-03 13:18:45+00:00,2014-01-03 13:42:34+00:00,2014-01-03 13:42:33+00:00,"W KOENIG LN &N LAMAR BLVD, AUSTIN, TX",,W KOENIG LN &N LAMAR BLVD,AUSTIN,78752,TRAVIS,3119016.5,10091918.0,30.32594185,-97.72634059,"(30.32594185, -97.72634059)",0,555G,MK27
202,14-00001180,Loose Dog,Phone,Closed,2014-01-03 13:44:09+00:00,2014-01-02 17:57:14+00:00,2014-01-03 12:46:06+00:00,2014-01-03 13:44:09+00:00,"4710 PEWTER LN, AUSTIN, TX",4710,PEWTER,AUSTIN,78744,TRAVIS,3115787.01279017,10046244.1922198,30.2005995,-97.73994852,"(30.2005995, -97.73994852)",0,645S,MJ16
203,14-00001322,Parking Machine Issue,Phone,Closed,2014-01-03 13:46:15+00:00,2014-01-03 02:01:52+00:00,2014-01-03 13:46:16+00:00,2014-01-03 13:46:15+00:00,,,,,,,,,,,,0,,
204,14-00001594,Code Compliance,Web,Closed,2014-01-03 13:46:48+00:00,2014-01-03 13:25:00+00:00,2014-01-03 13:46:49+00:00,2014-01-03 13:46:48+00:00,"12508 LIMERICK AVE, AUSTIN, TX 78727",12508,LIMERICK,AUSTIN,78727,TRAVIS,3127240.5,10125636.0,30.41809451,-97.69774961,"(30.41809451, -97.69774961)",0,466P,ML35
205,14-00001604,Code Compliance,Web,Closed,2014-01-03 13:50:57+00:00,2014-01-03 13:44:15+00:00,2014-01-03 13:50:57+00:00,2014-01-03 13:50:57+00:00,"100 S CONGRESS AVE, AUSTIN, TX 78704",100,CONGRESS,AUSTIN,78704,TRAVIS,3113595.64450109,10068398.7701428,30.26163914,-97.74525187,"(30.26163914, -97.74525187)",0,615A,MJ21
206,14-00001362,Pavement Failure,Phone,Closed,2014-01-03 13:59:48+00:00,2014-01-03 08:08:29+00:00,2014-01-03 13:59:48+00:00,2014-01-03 13:59:48+00:00,"SCOFIELD RIDGE PKWY &N MOPAC EXPY SVRD SB, AUSTIN, TX",,SCOFIELD RIDGE PKWY &N MOPAC EXPY SVRD SB,AUSTIN,78727,TRAVIS,3126036.92,10130234.69,30.43081391,-97.70122183,"(30.43081391, -97.70122183)",0,466E,ML36
207,14-00001571,Injured / Sick Animal,Phone,Closed,2014-01-03 14:04:01+00:00,2014-01-03 12:51:56+00:00,2014-01-03 13:05:58+00:00,2014-01-03 14:04:01+00:00,"9325 KNOLL CREST LOOP, AUSTIN, TX",9325,KNOLL CREST,AUSTIN,78759,TRAVIS,3107814.86284655,10116370.7851589,30.39387619,-97.76004267,"(30.39387619, -97.76004267)",0,494H,MH33
208,14-00001548,Animal Control - Assistance Request,Phone,Closed,2014-01-03 14:04:04+00:00,2014-01-03 12:11:13+00:00,2014-01-03 13:06:00+00:00,2014-01-03 14:04:04+00:00,"5003 BUNDYHILL DR, AUSTIN, TX",5003,BUNDYHILL,AUSTIN,78723,TRAVIS,3135497.40559018,10079912.5624592,30.29186863,-97.67502747,"(30.29186863, -97.67502747)",0,586D,MM24
209,14-00001375,Loose Dog,Phone,Closed,2014-01-03 14:09:06+00:00,2014-01-03 08:36:03+00:00,2014-01-03 13:11:02+00:00,2014-01-03 14:09:06+00:00,"13928 BRIARCREEK LOOP, AUSTIN 5 ETJ, TX",13928,BRIARCREEK,AUSTIN 5 ETJ,78653,TRAVIS,3180387.99447933,10088352.7673004,30.31204024,-97.53216586,"(30.31204024, -97.53216586)",0,560N,MU26
210,14-00001158,Loose Dog,Phone,Closed,2014-01-03 14:14:01+00:00,2014-01-02 17:10:48+00:00,2014-01-03 13:15:57+00:00,2014-01-03 14:14:01+00:00,"FREIDRICH LN & PONCIANA DR, AUSTIN, TX",,FREIDRICH LN & PONCIANA DR,AUSTIN,78744,TRAVIS,3111136.51000001,10046648.27,30.20200748,-97.75463586,"(30.20200748, -97.75463586)",0,644V,MH16
211,14-00000758,ARR Street Sweeping,Phone,Closed,2014-01-03 14:31:29+00:00,2014-01-02 10:18:50+00:00,2014-01-03 14:31:29+00:00,2014-01-03 14:31:29+00:00,"1612 DELONEY ST, AUSTIN, TX",1612,DELONEY,AUSTIN,78721,TRAVIS,3129736.82933906,10075947.2350943,30.28134583,-97.69357251,"(30.28134583, -97.69357251)",0,586K,ML23
212,14-00001564,Pothole Repair,Phone,Closed,2014-01-03 14:37:40+00:00,2014-01-03 12:38:46+00:00,2014-01-03 14:37:41+00:00,2014-01-03 14:37:40+00:00,"3391 W BRAKER LN, AUSTIN, TX",3391,BRAKER,AUSTIN,78758,TRAVIS,3118063.39284089,10116332.671438,30.3931155,-97.72754818,"(30.3931155, -97.72754818)",0,495G,MK33
213,14-00001330,Loose Dog,Phone,Closed,2014-01-03 14:39:04+00:00,2014-01-03 06:51:52+00:00,2014-01-03 13:41:00+00:00,2014-01-03 14:39:04+00:00,"5005 BUNDYHILL DR, AUSTIN, TX",5005,BUNDYHILL,AUSTIN,78723,TRAVIS,3135501.89120661,10079921.1543936,30.29189195,-97.67501261,"(30.29189195, -97.67501261)",0,586D,MM24
214,14-00001254,Animal - Proper Care,Phone,Closed,2014-01-03 14:44:04+00:00,2014-01-02 19:32:51+00:00,2014-01-03 13:46:00+00:00,2014-01-03 14:44:04+00:00,"8054 EXCHANGE DR 521, AUSTIN, TX",8054,EXCHANGE,AUSTIN,78754,TRAVIS,3138116.35884758,10094417.5700067,30.33156777,-97.66562982,"(30.33156777, -97.66562982)",0,557A,MN27
215,14-00001581,Pothole Repair,Phone,Closed,2014-01-03 14:45:02+00:00,2014-01-03 13:05:35+00:00,2014-01-03 14:45:02+00:00,2014-01-03 14:45:02+00:00,"7900 SAN FELIPE BLVD, AUSTIN, TX",7900,SAN FELIPE,AUSTIN,78729,WILLIAMSON,3104754.47958208,10132410.9797164,30.43816301,-97.76857411,"(30.43816301, -97.76857411)",0,434Y,MH37
216,14-00000844,Debris in Street,Phone,Closed,2014-01-03 14:53:14+00:00,2014-01-02 11:57:20+00:00,2014-01-03 14:53:15+00:00,2014-01-03 14:53:14+00:00,"BETTY COOK DR & NORTHEAST DR, AUSTIN, TX",,BETTY COOK DR & NORTHEAST DR,AUSTIN,78723,TRAVIS,3135276.75,10086945.0,30.31121397,-97.67519403,"(30.31121397, -97.67519403)",0,556R,MM26
217,14-00001212,Pavement Failure,Web,Closed,2014-01-03 14:57:11+00:00,2014-01-02 18:29:30+00:00,2014-01-03 14:57:12+00:00,2014-01-03 14:57:11+00:00,"MANOR RD & ALEXANDER AVE, AUSTIN, TX 78722",,MANOR RD & ALEXANDER AVE,AUSTIN,78722,TRAVIS,3124450.5,10077394.0,30.28566653,-97.7102074,"(30.28566653, -97.7102074)",0,585H,MK24
218,14-00001525,Injured / Sick Animal,Phone,Closed,2014-01-03 14:59:06+00:00,2014-01-03 11:34:19+00:00,2014-01-03 14:01:02+00:00,2014-01-03 14:59:06+00:00,"14004 CEYLON TEA CIR, AUSTIN, TX",14004,CEYLON TEA,AUSTIN,78660,TRAVIS,3145832.70771196,10125693.4505796,30.4170278,-97.638777,"(30.4170278, -97.638777)",0,467Q,MP35
219,14-00001533,Animal Control - Assistance Request,Phone,Closed,2014-01-03 14:59:08+00:00,2014-01-03 11:44:06+00:00,2014-01-03 14:01:05+00:00,2014-01-03 14:59:08+00:00,"5129 CAMERON RD, AUSTIN, TX",5129,CAMERON,AUSTIN,78723,TRAVIS,3124476.45566659,10085988.6645902,30.30929013,-97.70948297,"(30.30929013, -97.70948297)",0,555R,MK26
220,14-00001516,Animal Control - Assistance Request,Phone,Closed,2014-01-03 14:59:13+00:00,2014-01-03 11:19:27+00:00,2014-01-03 14:01:09+00:00,2014-01-03 14:59:13+00:00,"10804 MC ANGUS RD 16, AUSTIN, TX",10804,MC ANGUS,AUSTIN,78617,TRAVIS,3140201.04764104,10028870.6634488,30.15125541,-97.66400885,"(30.15125541, -97.66400885)",0,707A,MN12
221,14-00001580,Sidewalk Repair,Phone,Closed,2014-01-03 15:07:22+00:00,2014-01-03 13:05:02+00:00,2014-01-03 15:07:23+00:00,2014-01-03 15:07:22+00:00,"1506 CANTERBURY ST, AUSTIN, TX",1506,CANTERBURY,AUSTIN,78702,TRAVIS,3118590.34159528,10066861.0014085,30.25709161,-97.72954974,"(30.25709161, -97.72954974)",0,615B,MJ21
222,14-00001583,Park Maintenance - Grounds Plumbing Issues,Phone,Closed,2014-01-03 15:08:54+00:00,2014-01-03 13:08:20+00:00,2014-01-03 15:08:55+00:00,2014-01-03 15:08:54+00:00,"10700 FLORAL PARK DR, AUSTIN, TX",10700,FLORAL PARK,AUSTIN,78759,TRAVIS,3109719.70997253,10121442.9315059,30.40769757,-97.75362947,"(30.40769757, -97.75362947)",0,464Z,MH34
223,14-00001465,Animal Control - Assistance Request,Phone,Closed,2014-01-03 15:09:06+00:00,2014-01-03 10:09:57+00:00,2014-01-03 14:11:02+00:00,2014-01-03 15:09:06+00:00,"6013 MANOR RD, AUSTIN, TX",6013,MANOR,AUSTIN,78723,TRAVIS,3134221.88439305,10085643.7708442,30.30770639,-97.67863443,"(30.30770639, -97.67863443)",0,556U,MM25
224,14-00001005,Obstruction in ROW,Phone,Closed,2014-01-03 15:11:50+00:00,2014-01-02 14:56:43+00:00,2014-01-03 15:11:50+00:00,2014-01-03 15:11:50+00:00,"W 45TH ST & SHOAL CREEK BLVD, AUSTIN, TX",,W 45TH ST & SHOAL CREEK BLVD,AUSTIN,78756,TRAVIS,3112862.5,10088688.0,30.31745808,-97.7460789,"(30.31745808, -97.7460789)",0,555J,MJ26
225,14-00001109,Animal - Proper Care,Phone,Closed,2014-01-03 15:14:09+00:00,2014-01-02 16:41:24+00:00,2014-01-03 14:16:05+00:00,2014-01-03 15:14:09+00:00,"6700 MEADOW LAKE BLVD, AUSTIN, TX",6700,MEADOW LAKE,AUSTIN,78744,TRAVIS,3112595.64382502,10038832.8641611,30.18043116,-97.75059256,"(30.18043116, -97.75059256)",0,674H,MH15
226,14-00001633,Pothole Repair,Phone,Closed,2014-01-03 15:16:05+00:00,2014-01-03 14:19:34+00:00,2014-01-03 15:16:06+00:00,2014-01-03 15:16:05+00:00,"W SLAUGHTER LN & ESCARPMENT BLVD, AUSTIN, TX",,W SLAUGHTER LN & ESCARPMENT BLVD,AUSTIN,78739,TRAVIS,3072051.58,10045251.23,30.20059839,-97.8784266,"(30.20059839, -97.8784266)",0,641V,MB16
227,14-00001644,Debris in Street,Phone,Closed,2014-01-03 15:22:32+00:00,2014-01-03 14:42:18+00:00,2014-01-03 15:22:33+00:00,2014-01-03 15:22:32+00:00,"3000 PECAN SPRINGS RD, AUSTIN, TX",3000,PECAN SPRINGS,AUSTIN,78723,TRAVIS,3133294.03041954,10082109.9487968,30.29805341,-97.68184083,"(30.29805341, -97.68184083)",0,556Y,MM25
228,14-00001637,Debris in Street,Phone,Closed,2014-01-03 15:23:58+00:00,2014-01-03 14:27:11+00:00,2014-01-03 15:24:00+00:00,2014-01-03 15:23:58+00:00,"3042 PECAN SPRINGS RD, AUSTIN, TX",3042,PECAN SPRINGS,AUSTIN,78723,TRAVIS,3133118.66839032,10081332.1443771,30.29592686,-97.68245505,"(30.29592686, -97.68245505)",0,586C,MM24
229,14-00001627,Injured / Sick Animal,Phone,Closed,2014-01-03 15:24:08+00:00,2014-01-03 14:12:13+00:00,2014-01-03 14:26:04+00:00,2014-01-03 15:24:08+00:00,"9600 POINT VISTA PL B, AUSTIN, TX",9600,POINT VISTA,AUSTIN,78753,TRAVIS,3134343.23596502,10103167.6623003,30.3558684,-97.676924,"(30.3558684, -97.676924)",0,526H,MM30
230,14-00001651,Traffic Signal - Maintenance,Phone,Closed,2014-01-03 15:31:35+00:00,2014-01-03 14:54:33+00:00,2014-01-03 15:31:36+00:00,2014-01-03 15:31:35+00:00,"6624 S PLEASANT VALLEY RD, AUSTIN, TX",6624,PLEASANT VALLEY,AUSTIN,78744,,3113608.26073975,10038110.6851397,30.17838134,-97.74744183,"(30.17838134, -97.74744183)",0,675J,MJ14
231,14-00001642,Traffic Signal - Dig Tess Request,Phone,Closed,2014-01-03 15:32:19+00:00,2014-01-03 14:41:06+00:00,2014-01-03 15:32:20+00:00,2014-01-03 15:32:19+00:00,"1113 GUNTER ST, AUSTIN, TX",1113,GUNTER,AUSTIN,78702,TRAVIS,3128254.85410734,10070020.0429797,30.26514965,-97.69871093,"(30.26514965, -97.69871093)",0,586W,ML22
232,14-00001617,Traffic Signal - Dig Tess Request,Phone,Closed,2014-01-03 15:32:56+00:00,2014-01-03 14:01:38+00:00,2014-01-03 15:32:56+00:00,2014-01-03 15:32:56+00:00,"5118 HEFLIN LN, AUSTIN, TX",5118,HEFLIN,AUSTIN,78721,TRAVIS,3135029.66836578,10076541.3431982,30.28263251,-97.67676411,"(30.28263251, -97.67676411)",0,586M,MM23
233,14-00001596,Traffic Signal - Dig Tess Request,Phone,Closed,2014-01-03 15:33:25+00:00,2014-01-03 13:27:14+00:00,2014-01-03 15:33:25+00:00,2014-01-03 15:33:25+00:00,"2818 W 50TH ST, AUSTIN, TX",2818,50TH,AUSTIN,78731,TRAVIS,3111042.27193312,10092008.5539674,30.32670208,-97.75160195,"(30.32670208, -97.75160195)",0,554D,MH27
234,14-00001552,Animal Control - Assistance Request,Phone,Closed,2014-01-03 15:34:07+00:00,2014-01-03 12:17:49+00:00,2014-01-03 14:36:03+00:00,2014-01-03 15:34:07+00:00,"6734 SPICEWOOD SPRINGS RD, AUSTIN, TX",6734,SPICEWOOD SPRINGS,AUSTIN,78759,TRAVIS,3101299.30596769,10117627.0205242,30.39774216,-97.78061182,"(30.39774216, -97.78061182)",0,494B,MG33
235,14-00001595,Injured / Sick Animal,Phone,Closed,2014-01-03 15:49:09+00:00,2014-01-03 13:26:15+00:00,2014-01-03 14:51:05+00:00,2014-01-03 15:49:09+00:00,"9325 KNOLL CREST LOOP, AUSTIN, TX",9325,KNOLL CREST,AUSTIN,78759,TRAVIS,3107814.86284655,10116370.7851589,30.39387619,-97.76004267,"(30.39387619, -97.76004267)",0,494H,MH33
236,14-00001610,Found Animal - Pick Up,Phone,Closed,2014-01-03 15:49:11+00:00,2014-01-03 13:51:50+00:00,2014-01-03 14:51:08+00:00,2014-01-03 15:49:11+00:00,"2704 S 2ND ST, AUSTIN, TX",2704,2ND,AUSTIN,78704,TRAVIS,3108141.66405174,10059771.3010395,30.2382712,-97.76315381,"(30.2382712, -97.76315381)",0,614U,MH19
237,14-00001643,Animal Control - Assistance Request,Phone,Closed,2014-01-03 15:49:14+00:00,2014-01-03 14:41:33+00:00,2014-01-03 14:51:10+00:00,2014-01-03 15:49:14+00:00,"2704 S 2ND ST, AUSTIN, TX",2704,2ND,AUSTIN,78704,TRAVIS,3108141.66405174,10059771.3010395,30.2382712,-97.76315381,"(30.2382712, -97.76315381)",0,614U,MH19
238,14-00001685,Water Waste Report,Phone,Closed,2014-01-03 15:50:26+00:00,2014-01-03 15:46:54+00:00,2014-01-03 15:50:26+00:00,2014-01-03 15:50:26+00:00,"2916 THRUSHWOOD DR, AUSTIN, TX",2916,THRUSHWOOD,AUSTIN,78757,TRAVIS,3116695.49487159,10109115.4483812,30.37336443,-97.73242082,"(30.37336443, -97.73242082)",0,495T,MJ31
239,14-00001646,Animal Control - Assistance Request,Phone,Closed,2014-01-03 15:59:10+00:00,2014-01-03 14:47:09+00:00,2014-01-03 15:01:06+00:00,2014-01-03 15:59:10+00:00,"3651 E WHITESTONE BLVD, CEDAR PARK, TX",3651,WHITESTONE,CEDAR PARK,78641,WILLIAMSON,3101975.49561312,10169002.211671,30.53892395,-97.77471976,"(30.53892395, -97.77471976)",0,374B,MG45
240,14-00001690,Lost Item in Storm Drainage System,Phone,Closed,2014-01-03 16:06:44+00:00,2014-01-03 15:53:49+00:00,2014-01-06 12:16:27+00:00,2014-01-03 16:06:44+00:00,"2901 S CAPITAL OF TEXAS HWY NB, AUSTIN, TX",2901,CAPITAL OF TEXAS HWY NB,AUSTIN,78746,TRAVIS,3093601.90688179,10065081.584786,30.25378385,-97.80880321,"(30.25378385, -97.80880321)",0,613G,MF21
241,14-00001612,Code Compliance,Phone,Closed,2014-01-03 16:23:45+00:00,2014-01-03 13:57:06+00:00,2014-01-03 16:23:46+00:00,2014-01-03 16:23:45+00:00,"1124 RUTLAND DR 155, AUSTIN, TX",1124,RUTLAND,AUSTIN,78758,TRAVIS,3125762.18798025,10107563.8334788,30.36851324,-97.70379357,"(30.36851324, -97.70379357)",0,496W,ML31
242,14-00001664,Traffic Signal - Maintenance,Phone,Closed,2014-01-03 16:24:16+00:00,2014-01-03 15:17:58+00:00,2014-01-03 16:24:16+00:00,2014-01-03 16:24:16+00:00,"CAMERON RD &E 51ST ST, AUSTIN, TX",,CAMERON RD &E 51ST ST,AUSTIN,78723,,3124390.66,10085919.5,30.30910557,-97.70975996,"(30.30910557, -97.70975996)",0,555R,MK26
243,14-00001648,Code Compliance,Web,Closed,2014-01-03 16:28:56+00:00,2014-01-03 14:48:57+00:00,2014-01-03 16:28:56+00:00,2014-01-03 16:28:56+00:00,"6200 LA NARANJA LN, AUSTIN, TX 78749",6200,LA NARANJA,AUSTIN,78749,TRAVIS,3073369.5,10050590.0,30.21519414,-97.8738822,"(30.21519414, -97.8738822)",0,642E,MC18
244,14-00001621,Code Compliance,Phone,Closed,2014-01-03 16:32:28+00:00,2014-01-03 14:06:52+00:00,2014-01-03 16:32:29+00:00,2014-01-03 16:32:28+00:00,"1702 FERGUSON LN, AUSTIN, TX",1702,FERGUSON,AUSTIN,78754,TRAVIS,3135410.18524442,10099162.508751,30.34478887,-97.67384572,"(30.34478887, -97.67384572)",0,526R,MM29
245,14-00001649,Code Compliance,Phone,Closed,2014-01-03 16:35:17+00:00,2014-01-03 14:49:06+00:00,2014-01-03 16:35:17+00:00,2014-01-03 16:35:17+00:00,"6912 DUBUQUE LN, AUSTIN, TX",6912,DUBUQUE,AUSTIN,78723,TRAVIS,3137717.80191341,10088338.9385962,30.31488504,-97.6673545,"(30.31488504, -97.6673545)",0,556M,MM26
246,14-00001372,Injured / Sick Animal,Phone,Closed,2014-01-03 16:39:12+00:00,2014-01-03 08:30:54+00:00,2014-01-03 15:41:08+00:00,2014-01-03 16:39:12+00:00,"9100 WELLESLEY DR, AUSTIN, TX",9100,WELLESLEY,AUSTIN,78754,TRAVIS,3143450.75561821,10095236.2308234,30.33346528,-97.64866343,"(30.33346528, -97.64866343)",0,527X,MN28
247,14-00001692,Code Compliance,Phone,Closed,2014-01-03 16:39:45+00:00,2014-01-03 15:59:13+00:00,2014-01-03 16:39:46+00:00,2014-01-03 16:39:45+00:00,"5001 WASSON RD, AUSTIN, TX",5001,WASSON,AUSTIN,78745,TRAVIS,3106032.5,10049453.0,30.21004152,-97.77058379,"(30.21004152, -97.77058379)",0,644K,MG17
248,14-00001657,Loose Dog,Phone,Closed,2014-01-03 16:44:12+00:00,2014-01-03 15:02:31+00:00,2014-01-03 15:46:08+00:00,2014-01-03 16:44:12+00:00,"5517 ICON ST, AUSTIN, TX",5517,ICON,AUSTIN,78744,TRAVIS,3114579.65527165,10042947.2486175,30.19161409,-97.74401222,"(30.19161409, -97.74401222)",0,675A,MJ16
249,14-00001726,Traffic Signal - Maintenance,Phone,Closed,2014-01-03 16:47:19+00:00,2014-01-03 16:45:49+00:00,2014-01-03 16:47:20+00:00,2014-01-03 16:47:19+00:00,"RED RIVER ST &E 45TH ST, AUSTIN, TX",,RED RIVER ST &E 45TH ST,AUSTIN,78751,,3121316.5,10084300.0,30.30485279,-97.71961989,"(30.30485279, -97.71961989)",0,555U,MK25
250,14-00001721,Sign - Traffic Sign Emergency,Phone,Closed,2014-01-03 16:55:04+00:00,2014-01-03 16:39:00+00:00,2014-01-03 16:55:05+00:00,2014-01-03 16:55:04+00:00,"LAKELINE BLVD &W PARMER LN, AUSTIN, TX",,LAKELINE BLVD &W PARMER LN,AUSTIN,78717,WILLIAMSON,3103467.52,10150493.83,30.48795215,-97.77133544,"(30.48795215, -97.77133544)",0,404P,MG41
251,14-00001722,Sign - Traffic Sign Emergency,Phone,Closed,2014-01-03 16:55:44+00:00,2014-01-03 16:40:19+00:00,2014-01-03 16:55:45+00:00,2014-01-03 16:55:44+00:00,"W PARMER LN & NEENAH AVE, AUSTIN, TX",,W PARMER LN & NEENAH AVE,AUSTIN,78717,WILLIAMSON,3103467.52,10150493.83,30.48795215,-97.77133544,"(30.48795215, -97.77133544)",0,404P,MG41
252,14-00001725,Sign - Traffic Sign Emergency,Phone,Closed,2014-01-03 16:56:32+00:00,2014-01-03 16:45:02+00:00,2014-01-03 16:56:33+00:00,2014-01-03 16:56:32+00:00,"W PARMER LN & NEENAH AVE, AUSTIN, TX",,W PARMER LN & NEENAH AVE,AUSTIN,78717,WILLIAMSON,3103467.52,10150493.83,30.48795215,-97.77133544,"(30.48795215, -97.77133544)",0,404P,MG41
253,14-00001645,Construction Items- ROW,Phone,Closed,2014-01-03 16:56:46+00:00,2014-01-03 14:46:35+00:00,2014-01-03 16:56:46+00:00,2014-01-03 16:56:46+00:00,"6624 S PLEASANT VALLEY RD, AUSTIN, TX",6624,PLEASANT VALLEY,AUSTIN,78744,TRAVIS,3113608.26073975,10038110.6851397,30.17838134,-97.74744183,"(30.17838134, -97.74744183)",0,675J,MJ14
254,14-00001708,Found Animal Report - Keep,Phone,Closed,2014-01-03 16:57:01+00:00,2014-01-03 16:24:42+00:00,2014-01-03 16:57:02+00:00,2014-01-03 16:57:01+00:00,"W WILLIAM CANNON DR & WEST GATE BLVD, AUSTIN, TX",,W WILLIAM CANNON DR & WEST GATE BLVD,AUSTIN,78745,TRAVIS,3091904.53,10048096.78,30.20720049,-97.81539528,"(30.20720049, -97.81539528)",0,643P,ME17
255,14-00001715,Sign - Traffic Sign Emergency,Phone,Closed,2014-01-03 17:06:46+00:00,2014-01-03 16:35:01+00:00,2014-01-03 17:06:46+00:00,2014-01-03 17:06:46+00:00,"9801 W PARMER LN, AUSTIN, TX",9801,PARMER,AUSTIN,78717,WILLIAMSON,3103771.66685155,10149627.9635853,30.48555273,-97.7704334,"(30.48555273, -97.7704334)",0,404P,MG41
256,14-00001681,Animal Control - Assistance Request,Phone,Closed,2014-01-03 17:24:15+00:00,2014-01-03 15:42:23+00:00,2014-01-03 16:26:11+00:00,2014-01-03 17:24:15+00:00,"11901 HOBBY HORSE CT 1811, AUSTIN, TX",11901,HOBBY HORSE,AUSTIN,78758,TRAVIS,3122257.24035,10120381.9588067,30.40397559,-97.71394755,"(30.40397559, -97.71394755)",0,465Z,MK34
257,14-00000563,Animal Bite,Phone,Closed,2014-01-03 17:24:19+00:00,2014-01-01 20:08:51+00:00,2014-01-03 16:26:15+00:00,2014-01-03 17:24:19+00:00,"6734 SPICEWOOD SPRINGS RD, AUSTIN, TX",6734,SPICEWOOD SPRINGS,AUSTIN,78759,TRAVIS,3101299.30596769,10117627.0205242,30.39774216,-97.78061182,"(30.39774216, -97.78061182)",0,494B,MG33
258,14-00001716,Sign - Traffic Sign Emergency,Phone,Closed,2014-01-03 17:51:40+00:00,2014-01-03 16:36:16+00:00,2014-01-03 17:51:41+00:00,2014-01-03 17:51:40+00:00,"W PARMER LN & NEENAH AVE, AUSTIN, TX",,W PARMER LN & NEENAH AVE,AUSTIN,78717,WILLIAMSON,3103467.52,10150493.83,30.48795215,-97.77133544,"(30.48795215, -97.77133544)",0,404P,MG41
259,14-00001494,Parking Ticket Complaint,Phone,Closed,2014-01-03 17:55:00+00:00,2014-01-03 10:40:58+00:00,2014-01-03 17:55:01+00:00,2014-01-03 17:55:00+00:00,"80 RAINEY ST, AUSTIN, TX",80,RAINEY,AUSTIN,78701,TRAVIS,3115711.25686733,10067654.1524917,30.25945681,-97.7386076,"(30.25945681, -97.7386076)",0,615B,MJ21
260,14-00001741,Traffic Signal - Dig Tess Request,Phone,Closed,2014-01-03 18:12:27+00:00,2014-01-03 17:16:08+00:00,2014-01-03 18:12:27+00:00,2014-01-03 18:12:27+00:00,"1703 KERR ST, AUSTIN, TX",1703,KERR,AUSTIN,78704,TRAVIS,3107118.53851347,10067394.4892026,30.25929118,-97.76583575,"(30.25929118, -97.76583575)",0,614C,MH21
261,14-00001346,Loose Dog,Phone,Closed,2014-01-03 18:29:19+00:00,2014-01-03 07:31:25+00:00,2014-01-03 17:31:16+00:00,2014-01-03 18:29:19+00:00,"6804 ALI CV, AUSTIN, TX",6804,ALI,AUSTIN,78724,TRAVIS,3144108.06024119,10080924.5845252,30.29408184,-97.64767563,"(30.29408184, -97.64767563)",0,587B,MN24
262,14-00001189,ARR Missed Recycling,Phone,Closed,2014-01-03 18:33:53+00:00,2014-01-02 18:10:37+00:00,2014-01-03 18:33:53+00:00,2014-01-03 18:33:53+00:00,"2010 LEEANN DR B, AUSTIN, TX",2010,LEEANN,AUSTIN,78758,TRAVIS,3127265.4887806,10123334.1012668,30.41176533,-97.69784336,"(30.41176533, -97.69784336)",0,466T,ML34
263,14-00001159,ARR Missed Recycling,Phone,Closed,2014-01-03 18:35:48+00:00,2014-01-02 17:11:54+00:00,2014-01-03 18:35:48+00:00,2014-01-03 18:35:48+00:00,"10400 CHARETTE CV, AUSTIN, TX",10400,CHARETTE,AUSTIN,78759,TRAVIS,3104384.67549881,10122480.8628267,30.41088975,-97.77047319,"(30.41088975, -97.77047319)",0,464U,MH34
264,14-00000785,ARR Missed Recycling,Phone,Closed,2014-01-03 18:40:04+00:00,2014-01-02 10:58:30+00:00,2014-01-03 18:40:05+00:00,2014-01-03 18:40:04+00:00,"6908 SHUMARD CIR, AUSTIN, TX",6908,SHUMARD,AUSTIN,78759,TRAVIS,3105482.18542154,10126783.3307031,30.42264714,-97.76667753,"(30.42264714, -97.76667753)",0,464L,MH35
265,14-00000743,ARR Missed Recycling,Phone,Closed,2014-01-03 18:44:24+00:00,2014-01-02 10:06:22+00:00,2014-01-03 18:44:25+00:00,2014-01-03 18:44:24+00:00,"11417 FLUSHWING DR, AUSTIN, TX",11417,FLUSHWING,AUSTIN,78754,TRAVIS,3142698.1209629,10109964.7231429,30.37400093,-97.64992236,"(30.37400093, -97.64992236)",0,497T,MN31
266,14-00000694,ARR Missed Recycling,Phone,Closed,2014-01-03 18:51:48+00:00,2014-01-02 09:29:07+00:00,2014-01-03 18:51:49+00:00,2014-01-03 18:51:48+00:00,"2624 METCALFE RD, AUSTIN, TX",2624,METCALFE,AUSTIN,78741,TRAVIS,3116428.87065947,10056230.1808764,30.22800814,-97.73717965,"(30.22800814, -97.73717965)",0,615X,MJ19
267,14-00000687,ARR Missed Recycling,Phone,Closed,2014-01-03 18:53:12+00:00,2014-01-02 09:21:18+00:00,2014-01-03 18:53:12+00:00,2014-01-03 18:53:12+00:00,"6204 GREYFEATHER DR, AUSTIN, TX",6204,GREYFEATHER,AUSTIN,78759,TRAVIS,3102972.33452264,10116264.7964972,30.39389191,-97.77540585,"(30.39389191, -97.77540585)",0,494F,MG33
268,14-00000637,ARR Missed Recycling,Phone,Closed,2014-01-03 18:59:06+00:00,2014-01-02 08:10:11+00:00,2014-01-03 18:59:06+00:00,2014-01-03 18:59:06+00:00,"11008 SILO VALLEY DR, AUSTIN, TX",11008,SILO VALLEY,AUSTIN,78754,TRAVIS,3144553.79341017,10104453.5336271,30.35872856,-97.64446188,"(30.35872856, -97.64446188)",0,527G,MP30
